time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
0.417981,-2.635138,-14.139054,-13.231374,4.158225,1.709380,0.199498,-23.673877,20.480535,86.771758,59.597389,-24.464745,-126.495433,0.000000,5.528942,-11.331942,10.704380,5.134999,-47.691649,-22.358757,0.000000,12.219673,16.191661,13.076423
0.427933,6.526895,-25.462935,-9.479105,4.378141,3.081042,0.697534,-39.601403,37.557507,104.524671,31.314116,-5.563255,-63.614337,0.000000,-1.235509,-25.887868,-11.881365,9.940137,-37.205635,-2.861155,0.000000,2.919480,29.461927,12.045103
0.437885,-0.613207,-21.688661,-5.861785,3.742157,2.742173,0.506869,-35.632340,44.776522,116.467578,-11.581203,-56.243697,-62.691370,0.000000,10.414883,-20.932917,-10.299332,15.662683,-42.676712,-20.430579,0.000000,8.859515,25.207705,6.473584
0.447837,6.493258,-35.621341,-23.617237,4.323902,4.253717,4.770742,-31.659789,73.048777,66.400232,-58.621633,-186.528805,-58.045717,0.000000,2.687369,-28.053508,-27.850144,15.976370,-56.571040,-33.978491,0.000000,1.926057,29.479609,30.076898
0.457788,4.664289,-62.001789,-28.088114,-0.321039,6.778968,7.614896,-8.853606,104.173246,47.621631,-116.029884,-321.186088,-129.684222,0.000000,20.096972,-52.821944,-34.767886,35.266916,-73.402633,-71.158969,0.000000,-9.063752,52.685935,45.918545
0.467740,4.549186,-39.613990,-7.047514,0.369734,8.022532,3.800223,-9.521546,54.707450,71.745770,-66.727390,-3.855737,-9.439946,0.000000,20.859364,-31.239018,30.856597,34.719242,-91.198636,-130.255204,0.000000,-8.151595,37.401744,19.316749
0.477692,-23.292728,21.385438,-7.914355,0.113169,3.767323,-0.250904,34.295967,-34.739546,16.982376,81.678020,199.543493,3.916446,0.000000,62.933703,30.962587,16.685412,59.652584,-81.974216,-87.628882,0.000000,20.832992,-25.765198,-3.104840
0.487644,-14.502386,42.411485,17.976063,-2.315772,3.717477,-7.375097,20.998304,-74.446798,-58.054742,99.032822,229.822422,67.521463,0.000000,74.335793,45.715051,55.370480,76.645707,-90.823950,-140.933750,0.000000,7.027380,-29.280997,-34.399417
0.497596,18.631255,-10.811797,11.126562,1.241606,5.749236,-1.831988,-43.776285,29.322758,12.407222,-30.914837,155.883870,0.626241,0.000000,30.711279,-14.116448,-0.027123,58.130277,-153.591553,-153.692436,0.000000,-19.851611,19.597005,-10.040780
0.507548,12.622567,-12.630387,-19.781062,-0.791385,4.617251,3.766329,-45.616872,58.300527,67.280477,-82.981843,49.133579,51.791528,0.000000,31.572481,-10.796826,-25.347398,58.845388,-65.620688,-74.105439,0.000000,-19.039977,5.418536,27.196929
0.517500,-9.287529,9.013592,-27.841104,-3.679574,1.901448,4.413138,-18.728946,21.867726,40.143253,-63.946466,8.894220,25.865250,0.000000,52.213170,20.778677,38.030640,62.768118,47.254064,-11.611292,0.000000,-1.835371,-26.664945,27.096453
0.527452,-7.485608,25.946950,-13.300069,-4.582140,1.579760,0.906492,-24.933158,-23.801729,-26.468953,-53.734257,15.833600,5.130831,0.000000,54.052708,40.881853,74.359994,56.001340,54.981533,5.101227,0.000000,-3.973726,-38.241613,12.411854
0.537404,-1.452568,22.496628,3.310837,-5.337220,1.743830,-0.522854,-27.707394,-30.799017,-34.764266,-46.935201,12.108166,47.909357,0.000000,49.396078,33.409641,59.930980,32.514495,8.710508,-12.241219,0.000000,-8.287350,-28.664166,3.779320
0.547356,-0.937314,17.806654,13.174364,-4.961290,1.787223,-1.452166,-21.230734,-31.463004,-37.487602,-35.669469,15.196602,86.707672,0.000000,37.979212,22.983737,30.796375,-5.500376,-0.708453,-14.272991,0.000000,-7.910035,-19.230896,-6.963874
0.557308,7.074225,5.667401,17.461146,-2.843591,2.660724,-1.579560,-30.182967,-19.911763,-45.039280,-39.236902,2.923842,79.225833,0.000000,9.008348,-8.443662,-20.393186,-33.076060,182.360496,209.601394,0.000000,-10.079132,-6.288920,-3.451940
0.567260,0.981950,7.456919,18.648420,-2.067983,2.005139,-2.546552,-23.950525,-20.649122,-42.683012,-43.551250,-6.527915,46.125440,0.000000,10.815468,-14.134088,-33.220114,-32.163953,417.740988,415.511375,0.000000,1.275732,-6.106151,-7.043818
0.577212,0.766353,23.007731,16.904145,-2.033428,1.964391,-3.251884,-21.982187,-38.023358,-41.500031,-38.339679,4.042455,51.024222,0.000000,9.080890,22.079232,-4.896862,-50.688701,315.057612,0.000000,0.000000,0.705185,-21.722643,-10.088594
